Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Public Static Method,org.apache.commons.lang3.math.NumberUtils.min(short...),3,23,2,10,2,6,11,2,3,0,6,9,3,6,3,3,3,1,0,0,2,0,1.10
Public Static Method,org.apache.commons.lang3.math.NumberUtils.toByte(String),2,20,0,3,1,1,17,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,5.67
Public Static Method,"org.apache.commons.lang3.math.NumberUtils.toByte(String,byte)",4,27,0,10,1,6,17,2,3,0,3,6,1,5,3,3,3,3,2,2,1,2,1.70
Public Static Method,org.apache.commons.lang3.math.NumberUtils.toDouble(BigDecimal),2,19,0,3,1,1,16,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,5.33
Public Static Method,"org.apache.commons.lang3.math.NumberUtils.toDouble(BigDecimal,double)",4,20,0,3,1,1,17,2,1,0,1,2,1,1,2,2,2,1,0,0,0,0,5.67
Public Static Method,org.apache.commons.lang3.math.NumberUtils.toDouble(String),2,21,0,3,1,1,18,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,6.00
Public Static Method,"org.apache.commons.lang3.math.NumberUtils.toDouble(String,double)",4,29,0,10,1,6,19,2,3,0,3,6,1,5,3,3,3,3,2,2,1,2,1.90
Public Static Method,org.apache.commons.lang3.math.NumberUtils.toFloat(String),2,21,0,3,1,1,18,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,6.00
Public Static Method,"org.apache.commons.lang3.math.NumberUtils.toFloat(String,float)",5,29,0,10,1,6,19,2,3,0,3,6,1,5,3,3,3,3,2,2,1,2,1.90
Public Static Method,org.apache.commons.lang3.math.NumberUtils.toInt(String),2,20,0,3,1,1,17,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,5.67
Public Static Method,"org.apache.commons.lang3.math.NumberUtils.toInt(String,int)",4,27,0,10,1,6,17,2,3,0,3,6,1,5,3,3,3,3,2,2,1,2,1.70
Public Static Method,org.apache.commons.lang3.math.NumberUtils.toLong(String),2,20,0,3,1,1,17,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,5.67
